comment_id,original_comment,detected_aspects,aspect_count,matched_keywords
4131,aku poco f alhamdulillah dan insyaallah masih bertahan sampai sekarang mudah an ada rejeki lebih buat upgrade ke f,"Features, Connectivity",2,insyaallah
4132,kalau saya butuhnya foto dan video hasilny bagus tp selain iphone kira brand apa ya klau bisa yang harganya jg ga selangit jg saya bukan penggemar game dan emang ga suka main game jd butuh buat video dan foto dgn penyimpanan besar,"Storage, Camera, Price, Performance",4,"foto, penyimpanan, harganya, game"
4138,nambah umur lebih milih ke jepretan kamera jernih dokumentasi sudah lebih dominan di pekerjaan maupun di kehidupan berkeluarga,"Audio, Camera",2,"kamera, maupun"
4140,poco f upgrade hyperos redmi k ver china,Software,1,hyperos
4146,jadi pengen cakep layarnya,Design,1,cakep
4149,kali kali game e football ini game aneh spek apapun ada terus dropnya,Performance,1,game
4150,bang david plis coba buat rekomendasi hp dari harga juta ke atas,Price,1,harga
4152,bang plis coba rekomendasiin hp dari harga jutaan ke atas,Price,1,harga
4154,plis bang kasih tau komplan ke siapa saya beli poco x pro pas di unboxing setelah di nyalain layar cacat garis sama nyala nyala sendiri,Display,1,layar
4155,masih setia pake poco f sejak awal rilis sampe sekarang udah f aja cuma baru ganti batre bulan kemarin,Battery,1,batre
4167,saya pake redmi entry level yg udah sepuh juga gk ada iklannya udah hilang tanpa dns,Software,1,dns
4169,pokoknya di setiap apk bawaan di settingan nya ada yg buat matiin iklannyakau coba cari sendiri aja​kyyys,Software,1,apk
4170,saranin hp jt buat ngegame sama kamera,Camera,1,kamera
4172,masih setia sama poco m pro buat main game masih lancar jaya dan stabil poco terbaik memang,Performance,1,game
4176,minta review kamera poco f sm samsung a donk gan,Camera,1,kamera
4179,knapa speaker nya,Audio,1,knapa
4180,poco m sdh berumur tidak mati sih cuman memori sdh terbatas lemotnya mulai kerasa bgt wlw sdh custom bbrp kali baterai masih kuat seharian camera yaaa okelah jrg dipakai saatnya ganti ke f ini semoga dg performanya tahan utk minimal th kedepan lg catatan jg sy user redmi dari seri ke s x sampai ini poco m blm pernah pake brand lain,"Software, Performance, Storage, Battery",4,"baterai, memori, performanya, custom"
4184,skip no worth,Price,1,worth
4185,nonton video ini pake f warna putih,"Design, Camera",2,"video, putih"
4202,tes game car x street coba,Performance,1,game
4203,bang mau kasih saran buat test performa coba main wuthering wave itu game berat juga malah kayaknya lebih berat wuthering wave deh soalnya hp gampang overheat,Performance,1,game
4207,review berbayar kah,Network,1,berbayar
4209,bahan huawai nouva pro ko,BuildQuality,1,bahan
4218,sebagai pengguna midrange samsung baru kali ini kagum dengan hp cina yg biasanya kebanyakan “gimmick” kalau kedepannya samsung gak bnyak inovasi dan mulai mengikuti langkah apple yg minim inovasi bisa dipastiin saya bakal pindah haluan,"Software, Connectivity",2,"minim, kedepannya"
4221,gimmick dr manahp murah semua lengkap di kasih emgnya samsung ma iphone beli mahal mahal charger ja kagak di kasih,Price,1,mahal
4222,hp vivo y tahun yg gw beli sejutaan masih hidup tanpa perbaikan apapun hingga sekarang cuman udah gak capable untuk aplikasi youtubeterhalang update software jadi hp china gak bisa diremehin lagi,"Audio, Software",2,"hidup, aplikasi"
4223,samsung emang mending yg flagship sekalian kalo midrange terlalu banyak yg lebih worth it,Price,1,worth
4228,rekomen hp yang bisa nangkep sinyal kuat dong percuma hp spek dewa tapi tangkapan sinyal nya lelet,Network,1,nangkep
4229,rekomen hp yang bisa nangkep sinyal kuat dong percuma hp spek dewa tapi tangkapan sinyal nya lelet,Network,1,nangkep
4231,nonton in gadgetin mulu tp ujung ujungnya yg dipilih ip jgsemoga penonton disini bsa cepet upgrade ke device yg diinginkan,Performance,1,diinginkan
4235,f aja bang aku sendri msh pakai poco f sejak pembelian flash sale msh awet hingga skrg aku sdh cek out kmren siang tuk ambil hp poco f tuk gantiin poco f ku bknnya pelit gonta ganti hp tp sesuaikan dgn kebutuhan bekas hpku aja nanti aku ks ke anak yg baru aja msuk smp syng duitnya jika dibuang gtu aja lbh baik alihkan buat aset ke hal lbh bermanfaat,Audio,1,gonta
4237,gw tetep vote f kalaundi adu iqoo neo ini sih alsanya layarnya sebesar s ultra ultra frame rate nya bawaan chip nya langsung gw pake iqoo yang pake dual chip mode frame rate hz nya ga kuat lama mentok menit trus mati sendiri ini karena chip nya terpisah dan makan daya juga jdnya puanasssss udah dpt gb storage jd bisa buat hajar emulator dan winlator,"Storage, Battery, Performance, Features, BuildQuality",5,"frame, winlator, daya, storage, dual"
4238,buat video juara juara dong,Camera,1,video
4241,udh wktnya up grade user f selama thn up ke f sebenarnya f masih sangat oke banget utk performa nya tp emang kalah di sisi kamera saatnya pensiun f nya,"Display, Camera, Performance",3,"kamera, performa, sisi"
4242,hp iklan gak ya wkw sama penyakitnya selalu diserang ic nya,Performance,1,wkw
4250,diumur ini termyata punya hp yg kameranya bagus lebih berguna drpd performa gaming dalam sebuah hp mengabadikan momen reallife ternyata lebih enak drpd main game so di budget segini masih lebih ambil ip,Performance,1,game
4257,pake vitur fps aja bang ada di game turbo,Performance,1,game
4258,pake vitur fps aja bang ada di game turbo,Performance,1,game
4259,pake vitur fps aja bang ada di game turbo,Performance,1,game
4261,​kingganz ada bg vitur fps di game genshin,Performance,1,game
4278,masih pake poco f gt dari pertama rilis ampe skrg walaupun digeber game berat tiap hari tpi tetap awet ga pernah knp semoga,Performance,1,game
4281,masih bisa nonton pakek aquos v ram,Storage,1,ram
4282,dari segi kamera mending poco f atau samsung a,Camera,1,kamera
4287,tumben sepi poco,Audio,1,tumben
4289,​argeaanlah kocak video iqoo neo aja lebih sepi viewsnya,Camera,1,video
4291,tau ah klau ngikutin trend bisa tiap bulan ganti hp f aja sudah walaupun lensa kamera kya donat,"Camera, Network",2,"kamera, trend"
4296,masih lebih value for money si infinix gt pro kameranya juga sama aja berhubung sy tidak terlalu butuh performa sprtinya bakal ttep ke infinix gt pro,Performance,1,performa
4300,bangklo ripiw performa hp coba juga game arena breakoutsoalnya itu game lgi rame nya dan org butuh hp bagus buat main tu gamenext klo ada hp apa gtu coba tes bang,Performance,1,game
4305,nanya bang mau upgrade hape bagusnya apa hape sekarang vivo v e ajagua maen ml kerjaan harus ada foto dan video,Camera,1,foto
4309,spec hp kerenkeren kalo os nya kacrut dan lelet sama aja bohong gue pengguna xiaomi dari zaman miui sampe skr hyperos ui nya lemot dan gak smooth bloatware aja terakhir ada segambreng akhirnya mesti tweak sendiri murah jadi mahal pas mesti ngabisin waktu buat ngutakngatik,"Software, Price, Performance",3,"hyperos, ngabisin, mahal"
4316,review jujurly sdh thn pake poco x pro gb puas bgt stlh s ultra circle jg mengakui hasilnya ipin user aja nyerah dikira hp ini mahal apalg storage gb hrg jtaan sampe skrg blm pnh trf file ke kompi mau upgrade f atau x jg ga perlu ragu pake cicilan bln storage gede kamera oke jdinya skrg beralih hobi suka edit video di capcut bahkan video main arum jeram aman dgn sy pake hp jtaan nyonya ksh hp yg flagship s ultra everyone wins kantong aman next upgrade ke x atau f pro atau mentok ke iqoo krn udh batasin budget utk gadget krn anak udh bkn brand minded lg kayak dulu terakhir s ultra overall utk kepentingan tempur dokumentasi pribadi bkn komersil foto video storage luas dgn hrg murah hp ini bs diandalkan,"Features, Storage, Camera, Price",4,"foto, mahal, capcut, storage"
4319,saran bang buat test gaming sekali sekali pakai game wuthering waves bang jangan genshin terus karena wuthering waves engine gamenya pake ue jadi pasti lebih berat dari genshin,Performance,1,game
4326,bebas iklan tumben,Audio,1,tumben
4340,kayanya kamera stabil semua ya depan belakang,Camera,1,kamera
4343,mau ganti alhamdulillah masih awet aja nih pocophone f sesepuh padahal udah dari cuma ganti baterai doang sekali hehe kualitas emang mantep,"Connectivity, Features, Battery",3,"baterai, pocophone"
4346,bang david plis dong baca komen ku kalo ngetes performa game tolong masukin codm karna jarang ada hp bisa kebuka settingan rata kanan d codm meski flagship sekalipun,Performance,1,game
4347,saya ngarepnya ada yang garap pasar hp compact di harga jutaan misal poco bikin versi f compact capek banget pake hape layar inch,"Display, Price",2,"inch, harga"
4348,layar kegedean,Display,1,layar
4350,tim yang ganti hp kalau sudah gak dapet update os dan sudah gak dapet security patch,Software,1,patch
4352,bang bikinin speaker pc budget ribuan dong,Audio,1,speaker
4353,gak bahas audio nya bang,Audio,1,audio
4355,layar b aja gw yg nonton pake infinix hot,Display,1,layar
4365,udah lemayan lah dapat x pro jt ram unternal storage gb dari poco sih nga ada lawan,Storage,1,ram
4367,bang katanya panas banget sampe loh panasy waktu di test d max test sampe overheat terus harga segitu gda bypass charge,"Features, Price",2,"bypass, harga"
4371,saat kalian membandingkan spek ini lah itu lah coba kalian bandingkan harganya,Price,1,harganya
4373,masih pakai f masih lancar banget buat harian bukan mobile gamer tp buat kerja dll masih lancar ajaplg minus plg gedenya kameranya ancurhahaha,Performance,1,mobile
4375,apa cuma gua yang ngarepin hp midrange dengan kamera killer gua rasa performa kamera video masih di pegang flagship sejauh ini kesenggol pun dulu banget waktu x nfc nongol sekarang tcih cuma fokus game doang sekarang gak ada yang fokus kamera video,"Connectivity, Features, Camera, Performance",4,"game, kamera, nfc"
4376,kamera gelap coklebih gelap daripada iqo terus baterainya panas cepet habis gak direkomendasikan,"Camera, Battery",2,"baterainya, kamera"
4379,terakhir pake poco f snapdragon semua data penting ada disana gak ada gejala tiba tiba mati dan gak bisa hidup lagi nysek banget karena blm sempet pindah datanya,Audio,1,hidup
4384,mencoba menskip semua hp tanpa lubang jack tapi ini desainnya bagus,Audio,1,jack
4390,alah batere aja pocong boncos kok gak ada bypass charging pula hyperads hyperbug juga kalah telak drimana coba,"Features, Battery",2,"bypass, charging"
4393,ga dual speaker kah,"Audio, Features",2,"speaker, dual"
4396,anjay tahan air jg nh hp gile bner wah gk salah sh udh processory bagus hrga sgtu msh oke sh plus fitur lain jgn d raguin lah udh psti op,"Features, Storage",2,"fitur, sgtu"
4398,sy nonton video ini pakai pocof semoga bisa kebeli poco seri ke ini aamiin,Camera,1,video
4401,oke sih oke tapi kamera nya pucat dikit,Camera,1,kamera
4404,request kupas tuntas nokia ngeri² sedap battery mah dan ada yg lbh dahsyat lagi spt layar k dll,Display,1,layar
4419,gk ada lobang jack audio nya,Audio,1,audio
4425,poco serie f emang udah paling full power,Audio,1,power
4427,kelas sd gen keatas harusnya uda ga relevan sih kalo cuman buat ngetes game ecek ml doang,Performance,1,game
4429,aja udh gede lebih pas layar menurut gua di kantongin masih enak pegang tangan masih nyaman,Display,1,layar
4430,kurang varian gb tera,Storage,1,tera
4431,gila seri f ngabisin lawan nya,Performance,1,ngabisin
4433,masih pakai poco f cuma bateri udah sakit mungkin saatnya upgrade kali ya,Audio,1,bateri
4434,bang david review game codm juga dong game berat juga termasuknya dia,Performance,1,game
4435,coba bang kalo ngereview pas gaming di hp mid range jt an coba di wuthering genshin masih ringan itu biar sekalian lebih tau sampe mana throt hp nya,Design,1,ringan
4443,yg masih pakai pocophone f,"Features, Connectivity",2,pocophone
4444,sayangnya belum by pas charging gak,Battery,1,charging
4452,kawan mawan tolong bantu dong mending beli ini atau samsung a ya untuk cewe yang suka moto moto dan main game juga jujur bingung banget walau udah ngikutin gadgetin dr lama masih ga paham bagusan hp mana,Performance,1,game
4453,poco sama iqo warna layarnya beda ya poco kayak butek kureng bening ada yg sepemikiran kah,"Design, Software",2,"bening, warna"
4454,poco f infinix note prosamsung a atau ip nyari buat kamera,Camera,1,kamera
4455,mau upgrade hp redmi ke hp keluaran terbaru tapi inget hp istri yang masih makek redmi c yang udah lemot karena kebanyakan video dan foto anak celotehan seorang kaum mendang mending,Camera,1,foto
4462,kalo poco f ga goib dan harganya ga digoreng samsung a udah pasti dilupain di rekomendasi,Price,1,harganya
4463,sayang banget belom bypass charging,"Features, Battery",2,"bypass, charging"
4469,masih setia di poco x pro walaupun bnyak sodaranya yg matot tapi alhamdulillah punya saya masih gahar membahana,Performance,1,gahar
4480,hmmm sound kamera depannya agak kurang ya,"Audio, Design, Camera",3,"sound, kamera, depannya"
4481,kalo kamera mending ini apa vivo v guys,Camera,1,kamera
4490,satusatunya tempat yang bisa bikin betah 홋홐홇혼홐홒홄홉,Network,1,tempat
4497,minta tolong banget ni sama bg david ketika bilang hp itu tahan airharus di ikuti kata kata tidak di rekomendasikan untuk langsung di tenggelam kan anak skrg agak lain bg hp baru d beli kan ortuanya malah di rendam dia gak paham brapa lama dan brapa kedalam nya tolong ya bg david untuk next video,"Camera, Connectivity",2,"video, brapa"
4500,jadi rekomendasi hp dengan kamera terbaik dibawah jt apa ya,Camera,1,kamera
4501,nonton pake poco f white,Design,1,white
4503,bang riview sony xperia mark vii dong layar disyplay nya udah sama crosstalk engineer bravia audio jg crosstalk engineer walk man kameracrosstalk engineer alpa x xperia ai nya cuma diaudio kamera dan layar kayaknya enak deh buat daily agak nyeleneh dikit wkw,"Audio, Display, Camera, Performance",4,"layar, kamera, wkw, audio"
4504,kenapa ya saudaranya xiaomi semua serie kok lebih mahal dari poco,Price,1,mahal
4513,kenapa poco keluaran terbaru kamera ultrawidenya lagi² masih mp sedangkan poco x nfc yang keluaran tahun lalu sudah mp,"Features, Camera, Connectivity",3,"kamera, nfc"
4514,dengan harga jt kurang menurut ku dah bagus sih dpet spak gini dalam segi game udh bagus kamera juga bagus ini hp pilihan buat orng yg cari hp yg buat game oke kamera juga gk ketinggalan okedengan kapasitas penyimpanannya segitu,"Storage, Camera, Price, Performance",4,"game, kapasitas, kamera, harga"
4523,sejauh ini xiaomi yg mampu menahan gempuran tangan gua kala main game,Performance,1,game
4526,gw udah dalam kondisi dimana ah buat apa hp bagus bagus yang penting bisa buat mbanking sosmet tapi tiba tiba kepingin nih hp mungkin karena bagus di harga kali ya,"Price, Performance",2,"harga, mbanking"
4534,tolong dong buat brand hp kabel chargernya jangan warna putih soalnya cepet kotor,Design,1,putih
4539,kan beda spec dan harga sih beda kelas juga oalah,Price,1,harga
4542,ngiler klo sm poco f ini fix nabung dulu kamera dpt spek badax buat nyandingin ip xsku dari yg udah kepanasan buat ng game,"Camera, Performance",2,"game, kamera"
4544,dari sini gua rasain kamera apapun tpi ada embel dari fotograp macam leica zeis g mate selain itu kerasa b aja meskipun kamera bagus,Camera,1,kamera
4545,alhamdulillah udah bersyukur banget walaupun dapet adiknya poco x pro di harga,Price,1,harga
4549,dari dulu juga layarnya poco biasa aja kgak ada yg baguskecuali f pro klo g salah pake layar oled tapi itu juga inter dan china doank kgak masuk indo,Display,1,layar
4553,kagak by pass charging,Battery,1,charging
4557,gw ganti hp tahun sekali karena lebih ke penggunaan bukan ikut trend atau gaya gayaankalo kalian,Network,1,trend
4563,seperti kata orang orang cinta gak harus memiliki kandr awal gw pake xiomi redmi x redmi note sampe terakhir redmi note gak pernah nyesel dan selalu puas pake hp brand xiaomi harga murah tapi kualitasnya bukan kaleng,Price,1,harga
4565,​liaaulia iy mbak xiami udh paling the best sih gak mau lagi pake brand merk laen,"Features, Connectivity",2,mbak
