comment_id,original_comment,aspects,sentiments,confidences,aspect_count
3956,seriusan x pro punya adik saya juga gak ada iklan sama sekali semenjak upgrade ke hyperos yg baru poco udah taubat kah wkwkwk udah gak ada celah lagi buat haters ngehina,"Audio, Software, Storage","negative, negative, negative","0.982, 0.682, 0.982",3
3969,gw yg masih pake poco f ram main genshin rata kanan pubg smooth extreme main depan kipas masih awet walau udah jatuh sampe retak kaca nya,"Storage, BuildQuality","neutral, negative","0.746, 0.996",2
3977,tapi katanya cpt overheat gak bisa ngapa in beda sama sebelah yg masih bs dipake,Performance,negative,0.958,1
3984,info source wallpaper nya dong,Software,neutral,0.990,1
3989,secanggih apapun hp bisa di bikin merek apapuntapi yg bikin pusing model camera nya,Design,negative,0.987,1
3996,hyperos,Software,negative,0.673,1
3999,bagus ya videony biasanya kelemahan android klo rekam sambil gerak di matahari wajah jd gelap atau jd suasana sore atau gelap kalau ganti lokasi dah setara iphone,Software,negative,0.871,1
4001,kameraya pada ikutan gaya oppo a,Audio,negative,0.757,1
4010,ini bisa wireles charging,"Connectivity, Features, Battery","neutral, neutral, neutral","0.979, 0.979, 0.979",3
4025,bang dapit kenapa udah jarang test game di pubgm soalnya saya player pubgm bangsoalnya pengan tau bgt hape² yang di review bang dapit buat main pubgm gimana bang hehe,Performance,neutral,0.505,1
4027,bang ngetest hp buat game game lain donk macam delta force arena breakout dan lainnya,"Connectivity, Display, Performance","neutral, neutral, neutral","0.931, 0.931, 0.945",3
4036,​budichnlyg jadi masalah nya harganya sama sama poco f tahun lalu,Price,negative,0.538,1
4040,bisa zoom brpa kali kamera nya bang,Camera,neutral,0.984,1
4041,putih sih lebih elegan,Design,positive,0.991,1
4045,poco ga berlaku di pelosok yg susah sinyal cuma cocok di kota mending iqoo klo saat ini z udh ngebut bgt sinyal nya kaya asus zaman dulu,"Network, Performance","neutral, negative","0.536, 0.901",2
4050,coba mainin game domsday last survivor pas di event war besar nya lag ga,"Software, Display, Performance, Network","neutral, neutral, neutral, neutral","0.736, 0.736, 0.985, 0.736",4
4054,ngeliat backdoor nya jadi keiinget beli asus zenfone z pas dan masih dipake sampe saat ini buat nonton sekarang and main pubg masih ngangkat smooth extreme,"BuildQuality, Connectivity","positive, positive","0.976, 0.976",2
4055,test game masukin wuthering waves lahh masa genshin mulu pdhl berat juga wuwa,Performance,negative,0.994,1
4057,hp ini ada muncul pop up iklan ga si kaya hp hp murah china asli ganggu bgt,Price,negative,0.997,1
4058,video review iqoo neo dalam minggu lebih gak nyampek rb penonton sedangkan review poco f dalam hari udah hampir juta penonton,Camera,neutral,0.986,1
4061,yang putih behhhhh ganteng banget,Design,positive,0.994,1
4068,di dengar dari iphon pm audio tereasa kedengaran cempreng,"Audio, Security","negative, negative","0.831, 0.974",2
4071,jaringan g blm ya kak,Network,neutral,0.958,1
4073,test game di hp skrng coba pake game wuthering waves bang,Performance,neutral,0.995,1
4074,serius tnya bagi pengguna poco khususnya di galeri bagian kiri apakah peletakan foto mirip kek xiaomi yaitu galeri sblh kiri only foto dari kamera tanpa tercampur foto lain dan ada jeda ato space perhari gitu ga bg,Camera,neutral,0.960,1
4075,kukira di gadgetin bahas overheat juga lolos berati x ini poco f dari uji benchmark gadgetin,Connectivity,neutral,0.981,1
4084,asli dah ngiler bener gua liatnya ni hp yg gua pake baru mau taun tpi buat game game masa kini masih harus maksa walaupun udh rata kiri,Performance,negative,0.543,1
4087,bang bahas meizu infinity yang katanya display oled di harga jtan,"Display, Price, Connectivity","neutral, neutral, neutral","0.990, 0.938, 0.993",3
4098,test call of duty mobile juga dong klo review hp selanjutnya,Performance,neutral,0.937,1
4100,infinix gt pro atau poco f bang kegunaan main game hok untuk sekarang,Performance,neutral,0.881,1
4105,poco x pro yg ku pake makin parah iklannya setelah update,Software,negative,0.998,1
4116,bang bkin video rkomend hp jt d pertengahan thun,Camera,neutral,0.988,1
4119,kapok pakai poco dulu pernah beli poco f ada bug nya komplain ke xiaominya tdk dpt respon dan akhirnya tak jual padahal baru kepakek bln rugi jutaan,Display,negative,0.996,1
4121,lagi colokan sim tray dan mikrofon sebelahan orng awam salah colok langsung greenscreen,"Connectivity, Display, Network","neutral, neutral, neutral","0.832, 0.832, 0.997",3
4124,value for money versi saya masih di tecno camon pro apalagi menyangkut kualitas kamera plus sy user loyal infinix sejak lama sekitar an jadi beralih ke tecno masih ada sentuhan a la transion on hand infinix hot pro lagi nabung buat beli tecno,Camera,positive,0.955,1
4125,bang rekomendasi video photo jernih infinix atau tecno bang,Camera,neutral,0.912,1
4131,aku poco f alhamdulillah dan insyaallah masih bertahan sampai sekarang mudah an ada rejeki lebih buat upgrade ke f,"Features, Connectivity","positive, positive","0.965, 0.965",2
4132,kalau saya butuhnya foto dan video hasilny bagus tp selain iphone kira brand apa ya klau bisa yang harganya jg ga selangit jg saya bukan penggemar game dan emang ga suka main game jd butuh buat video dan foto dgn penyimpanan besar,"Storage, Camera, Price, Performance","neutral, neutral, positive, negative","0.979, 0.997, 0.660, 0.943",4
4138,nambah umur lebih milih ke jepretan kamera jernih dokumentasi sudah lebih dominan di pekerjaan maupun di kehidupan berkeluarga,"Audio, Camera","positive, positive","0.699, 0.969",2
4140,poco f upgrade hyperos redmi k ver china,Software,neutral,0.997,1
4146,jadi pengen cakep layarnya,Design,positive,0.989,1
4149,kali kali game e football ini game aneh spek apapun ada terus dropnya,Performance,neutral,0.826,1
4150,bang david plis coba buat rekomendasi hp dari harga juta ke atas,Price,neutral,0.977,1
4152,bang plis coba rekomendasiin hp dari harga jutaan ke atas,Price,neutral,0.858,1
4154,plis bang kasih tau komplan ke siapa saya beli poco x pro pas di unboxing setelah di nyalain layar cacat garis sama nyala nyala sendiri,Display,negative,0.981,1
4155,masih setia pake poco f sejak awal rilis sampe sekarang udah f aja cuma baru ganti batre bulan kemarin,Battery,neutral,0.949,1
4167,saya pake redmi entry level yg udah sepuh juga gk ada iklannya udah hilang tanpa dns,Software,negative,0.811,1
4169,pokoknya di setiap apk bawaan di settingan nya ada yg buat matiin iklannyakau coba cari sendiri aja​kyyys,Software,negative,0.598,1
4170,saranin hp jt buat ngegame sama kamera,Camera,neutral,0.823,1
4172,masih setia sama poco m pro buat main game masih lancar jaya dan stabil poco terbaik memang,Performance,positive,0.954,1
4176,minta review kamera poco f sm samsung a donk gan,Camera,neutral,0.998,1
4179,knapa speaker nya,Audio,negative,0.971,1
4180,poco m sdh berumur tidak mati sih cuman memori sdh terbatas lemotnya mulai kerasa bgt wlw sdh custom bbrp kali baterai masih kuat seharian camera yaaa okelah jrg dipakai saatnya ganti ke f ini semoga dg performanya tahan utk minimal th kedepan lg catatan jg sy user redmi dari seri ke s x sampai ini poco m blm pernah pake brand lain,"Software, Performance, Storage, Battery","negative, negative, negative, neutral","0.501, 0.501, 0.998, 0.939",4
4184,skip no worth,Price,positive,0.667,1
4185,nonton video ini pake f warna putih,"Design, Camera","neutral, neutral","0.996, 0.997",2
4202,tes game car x street coba,Performance,neutral,0.997,1
4203,bang mau kasih saran buat test performa coba main wuthering wave itu game berat juga malah kayaknya lebih berat wuthering wave deh soalnya hp gampang overheat,Performance,negative,0.997,1
4207,review berbayar kah,Network,negative,0.991,1
4209,bahan huawai nouva pro ko,BuildQuality,neutral,0.983,1
4218,sebagai pengguna midrange samsung baru kali ini kagum dengan hp cina yg biasanya kebanyakan “gimmick” kalau kedepannya samsung gak bnyak inovasi dan mulai mengikuti langkah apple yg minim inovasi bisa dipastiin saya bakal pindah haluan,"Software, Connectivity","negative, negative","0.588, 0.588",2
4221,gimmick dr manahp murah semua lengkap di kasih emgnya samsung ma iphone beli mahal mahal charger ja kagak di kasih,Price,negative,0.987,1
4222,hp vivo y tahun yg gw beli sejutaan masih hidup tanpa perbaikan apapun hingga sekarang cuman udah gak capable untuk aplikasi youtubeterhalang update software jadi hp china gak bisa diremehin lagi,"Audio, Software","negative, negative","0.875, 0.990",2
4223,samsung emang mending yg flagship sekalian kalo midrange terlalu banyak yg lebih worth it,Price,positive,0.869,1
4228,rekomen hp yang bisa nangkep sinyal kuat dong percuma hp spek dewa tapi tangkapan sinyal nya lelet,Network,negative,0.997,1
4229,rekomen hp yang bisa nangkep sinyal kuat dong percuma hp spek dewa tapi tangkapan sinyal nya lelet,Network,negative,0.997,1
4231,nonton in gadgetin mulu tp ujung ujungnya yg dipilih ip jgsemoga penonton disini bsa cepet upgrade ke device yg diinginkan,Performance,neutral,0.995,1
4235,f aja bang aku sendri msh pakai poco f sejak pembelian flash sale msh awet hingga skrg aku sdh cek out kmren siang tuk ambil hp poco f tuk gantiin poco f ku bknnya pelit gonta ganti hp tp sesuaikan dgn kebutuhan bekas hpku aja nanti aku ks ke anak yg baru aja msuk smp syng duitnya jika dibuang gtu aja lbh baik alihkan buat aset ke hal lbh bermanfaat,Audio,negative,0.703,1
4237,gw tetep vote f kalaundi adu iqoo neo ini sih alsanya layarnya sebesar s ultra ultra frame rate nya bawaan chip nya langsung gw pake iqoo yang pake dual chip mode frame rate hz nya ga kuat lama mentok menit trus mati sendiri ini karena chip nya terpisah dan makan daya juga jdnya puanasssss udah dpt gb storage jd bisa buat hajar emulator dan winlator,"Storage, Battery, Performance, Features, BuildQuality","positive, positive, positive, positive, neutral","0.978, 0.976, 0.978, 0.978, 0.975",5
4238,buat video juara juara dong,Camera,neutral,0.950,1
4241,udh wktnya up grade user f selama thn up ke f sebenarnya f masih sangat oke banget utk performa nya tp emang kalah di sisi kamera saatnya pensiun f nya,"Display, Camera, Performance","negative, negative, positive","0.990, 0.979, 0.995",3
4242,hp iklan gak ya wkw sama penyakitnya selalu diserang ic nya,Performance,negative,0.994,1
4250,diumur ini termyata punya hp yg kameranya bagus lebih berguna drpd performa gaming dalam sebuah hp mengabadikan momen reallife ternyata lebih enak drpd main game so di budget segini masih lebih ambil ip,Performance,positive,0.995,1
4257,pake vitur fps aja bang ada di game turbo,Performance,neutral,0.995,1
4258,pake vitur fps aja bang ada di game turbo,Performance,neutral,0.995,1
4259,pake vitur fps aja bang ada di game turbo,Performance,neutral,0.995,1
4261,​kingganz ada bg vitur fps di game genshin,Performance,neutral,0.992,1
4278,masih pake poco f gt dari pertama rilis ampe skrg walaupun digeber game berat tiap hari tpi tetap awet ga pernah knp semoga,Performance,positive,0.517,1
4281,masih bisa nonton pakek aquos v ram,Storage,neutral,0.889,1
4282,dari segi kamera mending poco f atau samsung a,Camera,neutral,0.956,1
4287,tumben sepi poco,Audio,negative,0.990,1
4289,​argeaanlah kocak video iqoo neo aja lebih sepi viewsnya,Camera,positive,0.617,1
4291,tau ah klau ngikutin trend bisa tiap bulan ganti hp f aja sudah walaupun lensa kamera kya donat,"Camera, Network","negative, negative","0.983, 0.812",2
4296,masih lebih value for money si infinix gt pro kameranya juga sama aja berhubung sy tidak terlalu butuh performa sprtinya bakal ttep ke infinix gt pro,Performance,positive,0.990,1
4300,bangklo ripiw performa hp coba juga game arena breakoutsoalnya itu game lgi rame nya dan org butuh hp bagus buat main tu gamenext klo ada hp apa gtu coba tes bang,Performance,neutral,0.995,1
4305,nanya bang mau upgrade hape bagusnya apa hape sekarang vivo v e ajagua maen ml kerjaan harus ada foto dan video,Camera,neutral,0.979,1
4309,spec hp kerenkeren kalo os nya kacrut dan lelet sama aja bohong gue pengguna xiaomi dari zaman miui sampe skr hyperos ui nya lemot dan gak smooth bloatware aja terakhir ada segambreng akhirnya mesti tweak sendiri murah jadi mahal pas mesti ngabisin waktu buat ngutakngatik,"Software, Price, Performance","negative, negative, negative","0.997, 0.994, 0.984",3
4316,review jujurly sdh thn pake poco x pro gb puas bgt stlh s ultra circle jg mengakui hasilnya ipin user aja nyerah dikira hp ini mahal apalg storage gb hrg jtaan sampe skrg blm pnh trf file ke kompi mau upgrade f atau x jg ga perlu ragu pake cicilan bln storage gede kamera oke jdinya skrg beralih hobi suka edit video di capcut bahkan video main arum jeram aman dgn sy pake hp jtaan nyonya ksh hp yg flagship s ultra everyone wins kantong aman next upgrade ke x atau f pro atau mentok ke iqoo krn udh batasin budget utk gadget krn anak udh bkn brand minded lg kayak dulu terakhir s ultra overall utk kepentingan tempur dokumentasi pribadi bkn komersil foto video storage luas dgn hrg murah hp ini bs diandalkan,"Features, Storage, Camera, Price","positive, positive, neutral, negative","0.824, 0.848, 0.964, 0.997",4
4319,saran bang buat test gaming sekali sekali pakai game wuthering waves bang jangan genshin terus karena wuthering waves engine gamenya pake ue jadi pasti lebih berat dari genshin,Performance,negative,0.989,1
4326,bebas iklan tumben,Audio,negative,0.715,1
4340,kayanya kamera stabil semua ya depan belakang,Camera,positive,0.865,1
4343,mau ganti alhamdulillah masih awet aja nih pocophone f sesepuh padahal udah dari cuma ganti baterai doang sekali hehe kualitas emang mantep,"Connectivity, Features, Battery","positive, positive, negative","0.997, 0.997, 0.885",3
4346,bang david plis dong baca komen ku kalo ngetes performa game tolong masukin codm karna jarang ada hp bisa kebuka settingan rata kanan d codm meski flagship sekalipun,Performance,neutral,0.987,1
4347,saya ngarepnya ada yang garap pasar hp compact di harga jutaan misal poco bikin versi f compact capek banget pake hape layar inch,"Display, Price","positive, neutral","0.855, 0.990",2
4348,layar kegedean,Display,negative,0.998,1
4350,tim yang ganti hp kalau sudah gak dapet update os dan sudah gak dapet security patch,Software,negative,0.846,1
4352,bang bikinin speaker pc budget ribuan dong,Audio,neutral,0.977,1
4353,gak bahas audio nya bang,Audio,negative,0.959,1
4355,layar b aja gw yg nonton pake infinix hot,Display,neutral,0.983,1
4365,udah lemayan lah dapat x pro jt ram unternal storage gb dari poco sih nga ada lawan,Storage,neutral,0.996,1
4367,bang katanya panas banget sampe loh panasy waktu di test d max test sampe overheat terus harga segitu gda bypass charge,"Features, Price","negative, negative","0.996, 0.994",2
4371,saat kalian membandingkan spek ini lah itu lah coba kalian bandingkan harganya,Price,neutral,0.759,1
4373,masih pakai f masih lancar banget buat harian bukan mobile gamer tp buat kerja dll masih lancar ajaplg minus plg gedenya kameranya ancurhahaha,Performance,negative,0.570,1
4375,apa cuma gua yang ngarepin hp midrange dengan kamera killer gua rasa performa kamera video masih di pegang flagship sejauh ini kesenggol pun dulu banget waktu x nfc nongol sekarang tcih cuma fokus game doang sekarang gak ada yang fokus kamera video,"Connectivity, Features, Camera, Performance","positive, positive, negative, negative","0.829, 0.829, 0.931, 0.984",4
4376,kamera gelap coklebih gelap daripada iqo terus baterainya panas cepet habis gak direkomendasikan,"Camera, Battery","negative, negative","0.992, 0.993",2
4379,terakhir pake poco f snapdragon semua data penting ada disana gak ada gejala tiba tiba mati dan gak bisa hidup lagi nysek banget karena blm sempet pindah datanya,Audio,neutral,0.782,1
4384,mencoba menskip semua hp tanpa lubang jack tapi ini desainnya bagus,Audio,neutral,0.901,1
